0.000000000000000000e+00,1.500000000000000000e+01,4.501814270019531250e+02,1.768030500411987305e+02,-5.105249881744384766e-01,1.329000000000000000e+03
0.000000000000000000e+00,1.300000000000000000e+01,4.619961547851562500e+02,1.882867097854614258e+02,-3.914272189140319824e-01,1.320000000000000000e+03
0.000000000000000000e+00,1.100000000000000000e+01,4.498490524291992188e+02,1.348225593566894531e+02,-2.913956642150878906e-01,1.350000000000000000e+03
0.000000000000000000e+00,1.600000000000000000e+01,4.125707244873046875e+02,2.495573329925537109e+02,-3.168540298938751221e-01,1.422000000000000000e+03
0.000000000000000000e+00,1.400000000000000000e+01,4.166387557983398438e+02,2.131909847259521484e+02,-1.881337314844131470e-01,1.401000000000000000e+03
0.000000000000000000e+00,1.200000000000000000e+01,4.007599639892578125e+02,1.444075012207031250e+02,-1.657081395387649536e-01,1.474000000000000000e+03
1.000000000000000000e+00,1.500000000000000000e+01,3.954132843017578125e+02,2.208134794235229492e+02,-4.148252904415130615e-01,1.474000000000000000e+03
1.000000000000000000e+00,1.300000000000000000e+01,4.463228988647460938e+02,2.020945215225219727e+02,-4.145571589469909668e-01,1.418000000000000000e+03
1.000000000000000000e+00,1.100000000000000000e+01,4.689682388305664062e+02,1.451339864730834961e+02,-3.594415783882141113e-01,1.385000000000000000e+03
1.000000000000000000e+00,1.600000000000000000e+01,4.071508407592773438e+02,2.313892221450805664e+02,-2.711218297481536865e-01,1.432000000000000000e+03
1.000000000000000000e+00,1.400000000000000000e+01,4.179383087158203125e+02,2.105043125152587891e+02,-5.828089639544487000e-02,1.175000000000000000e+03
1.000000000000000000e+00,1.200000000000000000e+01,4.168207550048828125e+02,1.484569644927978516e+02,-2.679317258298397064e-02,1.482000000000000000e+03
2.000000000000000000e+00,1.500000000000000000e+01,4.189067459106445312e+02,1.523559379577636719e+02,-2.413243055343627930e-01,1.278000000000000000e+03
2.000000000000000000e+00,1.300000000000000000e+01,4.412984085083007812e+02,1.462074995040893555e+02,-1.259754002094268799e-01,1.283000000000000000e+03
2.000000000000000000e+00,1.100000000000000000e+01,4.547585296630859375e+02,1.113952589035034180e+02,7.844593375921249390e-02,1.513000000000000000e+03
2.000000000000000000e+00,1.600000000000000000e+01,4.075739669799804688e+02,2.193618965148925781e+02,2.546775341033935547e-01,1.449000000000000000e+03
2.000000000000000000e+00,1.400000000000000000e+01,4.212635040283203125e+02,1.842476320266723633e+02,3.641112446784973145e-01,1.438000000000000000e+03
